system_id,system_type,data_volume,development_year,principle,category,baseline_accuracy,proposed_accuracy,improvement,precision_baseline,precision_proposed,recall_baseline,recall_proposed,f1_baseline,f1_proposed,response_time_baseline,response_time_proposed,error_rate_baseline,error_rate_proposed,scalability_data_size,cost_baseline,cost_proposed
SYS_0002,Compensation,Small,2025,Efficiency,Managerial,0.9352818774524436,0.9146956829769983,-0.020586194475445296,0.8997565653201287,0.9089104035271827,0.8894679251199821,0.8924223119291704,0.8945826636061635,0.9005908976695405,39.60172865696708,1.1360820955292477,0.06471812254755638,0.08530431702300167,1000000,4192.235696788135,144.9145731591386
SYS_0002,Compensation,Small,2025,Fairness,Ethical,0.930065442686539,0.9461608819437868,0.016095439257247768,0.8849855929562411,0.9625649011245444,0.9301815018978176,0.9483963260222007,0.9070208801188101,0.9554280879886918,48.79628522105365,3.2192154386070624,0.06993455731346099,0.05383911805621322,10000000,6545.614389784045,130.09492946823997
SYS_0002,Compensation,Small,2025,Transparency,Ethical,0.8222236327179242,0.9214839021853578,0.0992602694674336,0.7916780538061802,0.9329546877515608,0.8538601152626001,0.9284469849040657,0.8215942078271921,0.930695378190701,105.25235623337016,0.5363226691929401,0.1777763672820758,0.0785160978146422,10000,5509.036332911904,53.89631323102336
SYS_0002,Compensation,Small,2025,Accountability,Ethical,0.7668352769109752,0.8372129427515459,0.0703776658405707,0.778776637933325,0.8333750454631182,0.7835474090874832,0.8292070723594777,0.7811547393577727,0.8312858344577616,71.2871614744713,8.156955457503484,0.2331647230890248,0.1627870572484541,10000000,4156.745306702585,91.79460317155787
SYS_0003,Retention,Medium,2022,Veracity,Methodical,0.8903164242303339,0.9804512848922187,0.09013486066188481,0.9339869026395972,0.9770243204542564,0.8766430962035592,0.9967118514434399,0.9044069419168544,0.9867698967685203,51.707178287876154,6.419432001021447,0.10968357576966614,0.019548715107781334,10000,7610.211626718266,100.52523724478571
SYS_0003,Retention,Medium,2022,Accuracy,Methodical,0.8965402492300804,0.972582614315432,0.07604236508535167,0.9320004986153074,0.9682721934770925,0.8439138011673813,0.9962386620607644,0.8857725663094153,0.9820563645875651,64.33652641595063,2.640103996665691,0.10345975076991965,0.027417385684567974,100000,6527.3488486791975,94.84455219783197
SYS_0003,Retention,Medium,2022,Validity,Methodical,0.7925339917165573,0.8658916871330053,0.0733576954164481,0.8062066657805085,0.874632847416373,0.8202643481275504,0.8809383636703275,0.8131747562262527,0.877774281676072,10.784407412265471,0.9566222764487281,0.20746600828344275,0.13410831286699465,100000,7550.816731033199,85.09150125520787
SYS_0003,Retention,Medium,2022,Relevancy,Managerial,0.7626296840576761,0.8620491441465576,0.09941946008888158,0.7322101153090512,0.8477083292727599,0.7810214870852779,0.839951187063868,0.7558285620983799,0.8438119306908433,82.1225027384499,1.2380462101332268,0.23737031594232394,0.13795085585344236,10000000,5497.0831830244815,87.06421470668909
SYS_0003,Retention,Medium,2022,Quality,Managerial,0.8367460973690207,0.9000680040174562,0.06332190664843551,0.8599362573990351,0.9021707158768899,0.8291372648055337,0.9220127988364137,0.844255962753025,0.9119838437516351,28.120303091021178,1.4783851218139559,0.16325390263097928,0.09993199598254376,1000,4475.271665072288,61.752624677710486
SYS_0003,Retention,Medium,2022,Efficiency,Managerial,0.8408083611824075,0.9588804880676565,0.11807212688524893,0.847818076657922,0.9766072176217662,0.8281831776264421,0.9465518981100735,0.8378856124825664,0.9613447040735763,57.46129504645494,2.4239266931334695,0.15919163881759246,0.04111951193234353,100000,7877.210142476396,102.30978441701488
SYS_0003,Retention,Medium,2022,Fairness,Ethical,0.8845288808328354,0.9781205849403107,0.0935917041074753,0.880507906722354,0.9831112722965382,0.8934782941084591,1.001663439412807,0.8869456842837997,0.9923006500182018,64.74275348707712,1.7865327830687152,0.11547111916716457,0.021879415059689267,10000,4752.4846388950455,96.36984049399823
SYS_0003,Retention,Medium,2022,Transparency,Ethical,0.8570049833122063,0.9265868072723236,0.06958182396011725,0.8208166312720917,0.9441695260812021,0.9070071870272813,0.9376036490673535,0.8617621494360332,0.9408751327056184,5.036699973710567,4.290429410646681,0.14299501668779369,0.07341319272767644,10000,7643.70873797537,132.25372429231692
SYS_0003,Retention,Medium,2022,Accountability,Ethical,0.717770046462179,0.8412358022736285,0.12346575581144947,0.7488300008224309,0.8535536442643197,0.6785986365076175,0.817329578782103,0.7119865809179579,0.835048950004749,106.50779376600418,2.5768698094628713,0.282229953537821,0.15876419772637151,10000000,7368.475692542835,133.83287047111378
SYS_0004,Performance,Medium,2018,Veracity,Methodical,0.8459114735202004,0.9731642245241352,0.12725275100393485,0.8670517105534685,0.9892473496799649,0.8545549494832798,0.9863673874763307,0.8607579743593197,0.9878052693885387,111.05605710009677,0.3933279169579855,0.15408852647979965,0.026835775475864798,10000,5098.927188103635,70.72276490080564
SYS_0004,Performance,Medium,2018,Accuracy,Methodical,0.8882361076528131,0.9880470773713749,0.09981096971856174,0.8479898158715263,0.9789045782493562,0.8373065758628775,0.9879383044530521,0.8426143348246681,0.9834006953102974,47.79787271510614,1.1762384519550524,0.11176389234718687,0.011952922628625129,10000000,4353.632893462586,129.1817839469633
SYS_0004,Performance,Medium,2018,Validity,Methodical,0.835498665300552,0.8738613449937135,0.03836267969316154,0.8288594402141042,0.8838117686740095,0.8494710126301263,0.8898553496002112,0.8390386610354987,0.8868232626594342,38.85754461404017,2.0757589273357513,0.16450133469944805,0.12613865500628652,100000,4364.008364205321,122.63970326502283
SYS_0004,Performance,Medium,2018,Relevancy,Managerial,0.6777723040860525,0.8863034624953454,0.20853115840929293,0.7055929104985058,0.8791406929888324,0.6796919403656168,0.8968137029976684,0.6924002873649747,0.8878892634547689,28.555379264514432,5.899043871983457,0.3222276959139475,0.11369653750465458,1000,4183.445065618532,112.08056844220913
SYS_0004,Performance,Medium,2018,Quality,Managerial,0.7787816939414588,0.9021593883481208,0.12337769440666202,0.7849846850304816,0.8964419788622663,0.7822641019563343,0.9000006558398295,0.7836220321168833,0.8982177925066611,5.381246789073133,6.208947442279958,0.2212183060585412,0.09784061165187918,1000000,5646.644857430112,137.4317604854417
SYS_0004,Performance,Medium,2018,Efficiency,Managerial,0.8606467409407238,0.9362711588684219,0.07562441792769814,0.8694197775366068,0.9259290726649625,0.8938805084845736,0.9275684788137668,0.8814804817397482,0.9267480506674949,27.606796516735205,1.8456915133608394,0.1393532590592762,0.06372884113157806,100000,7576.8690515837025,62.87483982996439
SYS_0004,Performance,Medium,2018,Fairness,Ethical,0.8328234350659635,0.9311141495451525,0.09829071447918902,0.7988684396173928,0.9304119179300211,0.8515904166433454,0.9317653901604702,0.8243873571463338,0.93108816212826,24.472754439819496,0.6045803424138829,0.16717656493403654,0.06888585045484752,1000,6389.112329021722,148.62569958668152
SYS_0004,Performance,Medium,2018,Transparency,Ethical,0.8495870313485787,0.9092420992044626,0.059655067855883925,0.8271678342235032,0.9186965952733412,0.8527745888407288,0.9212722483985353,0.8397760542335742,0.9199826190410048,44.77155950331462,0.8634193147912939,0.15041296865142129,0.09075790079553736,1000,7468.859924298893,85.41466707931255
SYS_0004,Performance,Medium,2018,Accountability,Ethical,0.7054076309931729,0.860918510308632,0.15551087931545904,0.7221543753947817,0.8499774027068914,0.710822206676445,0.8785179223179903,0.716443482839598,0.8640120351952357,35.31470276385722,0.7714440497543019,0.29459236900682706,0.13908148969136802,100000,5420.417213117219,114.8822840291576
SYS_0005,Performance,Medium,2023,Veracity,Methodical,0.9559712112453256,0.9767003807863238,0.020729169540998238,0.9494380606085387,0.9621506823834478,0.9311667301372436,0.9686767263916932,0.9402136362388943,0.9654026755811416,63.421686553007405,0.3642009980573541,0.04402878875467442,0.02329961921367618,10000,4983.830913538032,66.06813732595558
SYS_0005,Performance,Medium,2023,Accuracy,Methodical,0.938644707941004,0.9713369093637003,0.032692201422696354,0.9079860933159664,0.9867526254156608,0.8913633431561739,0.9727654384070632,0.899597936039907,0.9797091110660359,15.631663791063591,2.789686803272471,0.061355292058996036,0.028663090636299682,1000000,5031.611308179759,67.08875873900658
SYS_0005,Performance,Medium,2023,Validity,Methodical,0.7944338290351751,0.8935096989733468,0.09907586993817163,0.7989432652795923,0.8960691642777837,0.7734587829042251,0.907957371950053,0.7859945059816424,0.9019740974977395,38.98322805657508,0.8860296745679771,0.20556617096482488,0.10649030102665324,10000,4459.3472989568145,111.06200424416326
SYS_0005,Performance,Medium,2023,Relevancy,Managerial,0.6871949517720902,0.8624946642579927,0.17529971248590248,0.6634429320513121,0.861844001797246,0.6898823869957583,0.8393016757697921,0.6764043901690786,0.8504234816063196,6.205561109847254,1.0706179047183695,0.3128050482279098,0.1375053357420073,1000000,6382.554962431377,97.15761885501584
SYS_0005,Performance,Medium,2023,Quality,Managerial,0.8589305459746851,0.881135622609846,0.022205076635160914,0.8958241162127676,0.8927884441189636,0.9068616441672901,0.8612729166158272,0.9013090897185317,0.876747557817813,13.147990921234275,2.1466169489458355,0.1410694540253149,0.11886437739015399,1000000,4559.089506505158,129.52673118598904
SYS_0005,Performance,Medium,2023,Efficiency,Managerial,0.8344615561135327,0.9272230879666952,0.0927615318531625,0.8064458276436288,0.9388903257062632,0.8510036436952665,0.9285062956294764,0.8281258036442944,0.9336694393862852,23.36566797805583,1.5274056102653895,0.16553844388646732,0.07277691203330483,100000,5507.777717699631,96.26797856696064
SYS_0005,Performance,Medium,2023,Fairness,Ethical,0.9237999113817792,0.97092867473209,0.0471287633503108,0.9240512209944147,0.9605285798116427,0.9680951460275543,0.9641646741786778,0.9455605731877962,0.9623431923245479,15.952480704626923,2.44819162902184,0.07620008861822081,0.02907132526791001,10000000,6510.832212285672,83.49056146570861
SYS_0005,Performance,Medium,2023,Transparency,Ethical,0.8483763381432525,0.9140929353348994,0.06571659719164691,0.8585630266417926,0.9153163972462653,0.8884766358109196,0.9299212156511614,0.8732637339529492,0.9225610087689834,23.719310775969042,0.5785072818608153,0.15162366185674747,0.08590706466510056,1000,6279.558739485266,126.24586857406905
SYS_0005,Performance,Medium,2023,Accountability,Ethical,0.7076859395510424,0.8587445187920868,0.15105857924104438,0.7304208673004874,0.8453698043248343,0.737107469421333,0.8395509946274677,0.7337489349941827,0.8424503519075042,59.65179879255346,1.2742633294091286,0.2923140604489576,0.1412554812079132,1000000,6880.146146184297,114.11476328852973
SYS_0006,Compensation,Medium,2020,Veracity,Methodical,0.9078466207078838,0.9882755328751927,0.08042891216730885,0.9495235707975956,0.982050355929121,0.8781438020644174,0.9837450917849087,0.9124398136611186,0.9828969932809511,43.46290204984208,3.7371214117526264,0.0921533792921162,0.011724467124807347,10000,5024.062127414649,122.60955860624007
SYS_0006,Compensation,Medium,2020,Accuracy,Methodical,0.9239315420200869,0.9662405495173864,0.04230900749729949,0.9626212235954957,0.9774522110846396,0.871048206788013,0.9750159777448383,0.914548147762755,0.9762325744339868,38.90036348129637,1.0370082417488717,0.07606845797991313,0.03375945048261364,10000,7361.758527921692,141.06861982557132
SYS_0006,Compensation,Medium,2020,Validity,Methodical,0.7902942955489486,0.8780730732729953,0.08777877772404674,0.7638605722854631,0.8670557456984286,0.8223003409908266,0.8692298103549968,0.7920038928746099,0.8681414168650239,22.605471363774754,3.1437255840850593,0.2097057044510514,0.12192692672700467,1000000,4822.31923350255,128.77898887144926
SYS_0006,Compensation,Medium,2020,Relevancy,Managerial,0.7059341163883934,0.8345256551600654,0.12859153877167195,0.6998987033078463,0.8466602637383692,0.7417639632886447,0.8328082074864372,0.7202234587316375,0.8396771105059693,40.100035797144365,2.2946096828392823,0.29406588361160657,0.16547434483993462,10000000,4992.905771028608,107.76319540915472
SYS_0006,Compensation,Medium,2020,Quality,Managerial,0.8595698480445344,0.9316988706120147,0.07212902256748033,0.8404519120219258,0.9212674662311428,0.8299333358992439,0.932547108777702,0.8351595056692152,0.9268729716340359,18.360206410556483,9.788719955094013,0.1404301519554656,0.06830112938798527,100000,4737.851485675425,79.9595911766477
SYS_0006,Compensation,Medium,2020,Efficiency,Managerial,0.7725692903567214,0.9203244363423662,0.14775514598564476,0.7669132260116988,0.9313603051620092,0.758606212845167,0.9185702148673672,0.7627371020108705,0.9249210457609748,6.632180188559857,4.720789349431595,0.2274307096432786,0.07967556365763384,10000,6856.236799159313,102.76477301447858
SYS_0006,Compensation,Medium,2020,Fairness,Ethical,0.867427542634063,0.9243757873243104,0.056948244690247396,0.8671683508449382,0.9341873441735927,0.8261013666624012,0.9151891269220068,0.8461368585409337,0.9245906533493405,170.1872988710013,0.8176892051181336,0.13257245736593704,0.07562421267568964,100000,7202.999085944484,147.8931435615961
SYS_0006,Compensation,Medium,2020,Transparency,Ethical,0.8547086581708615,0.9299996602317429,0.07529100206088135,0.8336733006521563,0.9186950716703842,0.8552735740060717,0.9353033913613489,0.8443353122095997,0.9269248418996283,2.8122962647659975,4.328524220130315,0.1452913418291385,0.07000033976825715,1000000,7221.25986943162,148.87287819554427
SYS_0006,Compensation,Medium,2020,Accountability,Ethical,0.7492474540446431,0.8874964957494018,0.1382490417047587,0.7839113364489161,0.9032729787144731,0.7169772327229981,0.8825119058464554,0.7489517772528329,0.8927717608005974,45.406494398056914,2.438336145549686,0.2507525459553569,0.11250350425059819,1000000,4491.107558650834,137.64440758752937
SYS_0007,Compensation,Large,2018,Veracity,Methodical,0.8619290161090993,0.9575909856306573,0.09566196952155792,0.8411930237769522,0.9529827670129789,0.8712683558244692,0.9442649756233767,0.8559665887296628,0.9486038422848773,68.41710894794885,5.266218443152784,0.13807098389090067,0.042409014369342746,10000,7793.813227848626,126.36057941597608
SYS_0007,Compensation,Large,2018,Accuracy,Methodical,0.823865137144284,0.995,0.171134862855716,0.8485691663007311,0.9920234974778755,0.7766546304893098,0.9811900383552813,0.8110208250199595,0.9865770286025749,32.54036713655707,0.39491397109016607,0.176134862855716,0.0050000000000000044,1000000,7937.608722814209,102.56901823026858
SYS_0007,Compensation,Large,2018,Validity,Methodical,0.8292170919489541,0.8742843257544315,0.04506723380547739,0.7892812236840728,0.8887729238646159,0.7911810116953771,0.8782981550666766,0.7902299758236137,0.8835044934711247,17.005465346076104,8.415555939051353,0.1707829080510459,0.1257156742455685,10000,4043.983314633922,63.68856300688073
SYS_0007,Compensation,Large,2018,Relevancy,Managerial,0.7931388463513082,0.8801696020129858,0.08703075566167762,0.8062285461168355,0.8687404687131464,0.832581191875923,0.8758798591263377,0.8191929889696004,0.8722955558502619,92.54890151897406,1.043041827609552,0.20686115364869184,0.11983039798701423,1000000,4331.194671700506,110.31521094663881
SYS_0007,Compensation,Large,2018,Quality,Managerial,0.828095824108855,0.9019926795461449,0.07389685543728997,0.8105976406900319,0.896785393417849,0.8498627440334011,0.8910129959053383,0.8297659390375471,0.8938898757271938,8.60778318194609,1.4750222683507959,0.17190417589114504,0.09800732045385507,10000,4124.732540245139,76.22640442998251
SYS_0007,Compensation,Large,2018,Efficiency,Managerial,0.8168232112980135,0.9381961766636165,0.12137296536560305,0.8165263979349986,0.941830480287258,0.8005759988105949,0.9534463042895672,0.8084725344012281,0.9476027965490803,32.438071113402046,7.335495022367027,0.1831767887019865,0.06180382333638346,10000,7276.409270696799,129.94158789689794
SYS_0007,Compensation,Large,2018,Fairness,Ethical,0.8383132007190061,0.9687306851322058,0.13041748441319978,0.8458773566336095,0.9633435310494639,0.7972273439981377,0.9929865530845563,0.8208321211385461,0.9779404611135997,9.55473301694254,1.5962304680436157,0.16168679928099394,0.03126931486779416,1000000,7226.2445914457985,115.87833667107174
SYS_0007,Compensation,Large,2018,Transparency,Ethical,0.8510247304910539,0.9162652414261119,0.065240510935058,0.8297208589616638,0.9158776598964875,0.822553811334383,0.9430752361310822,0.8261217908992857,0.9292774896807167,45.702004565120006,2.389656421231627,0.14897526950894613,0.08373475857388812,10000000,4135.783914343196,119.742026724684
SYS_0007,Compensation,Large,2018,Accountability,Ethical,0.7607588687237176,0.8611610972326157,0.10040222850889813,0.796595042493216,0.8764644979217598,0.7584048571199388,0.8798677200268734,0.777030981797443,0.8781628117347025,22.701896041643085,4.097129916036236,0.23924113127628244,0.1388389027673843,100000,4920.035349150812,62.05668857772788
SYS_0008,Recruitment,Large,2025,Veracity,Methodical,0.8046392624444302,0.9438854640863806,0.13924620164195045,0.8104670843375349,0.9553622421773164,0.8083471840720418,0.9530405022835523,0.8094057461088514,0.954199959879978,37.22736606262762,7.087044026338242,0.19536073755556982,0.05611453591361937,100000,5847.771402302351,149.03413133417772
SYS_0008,Recruitment,Large,2025,Accuracy,Methodical,0.9419179616751879,0.9789055593207083,0.0369875976455204,0.9014182873608656,0.9596988618827543,0.8913577461423048,0.9547389307545402,0.896359788276028,0.9572124711664868,32.71041769406477,1.1285365943861023,0.05808203832481207,0.02109444067929167,100000,4366.797340445721,83.63704638284221
SYS_0008,Recruitment,Large,2025,Validity,Methodical,0.8709846360072674,0.8870325708694697,0.01604793486220235,0.8277268671994993,0.8858727142775554,0.8497677509158914,0.9058104377227228,0.838602509569973,0.8957306431616854,53.69870091307022,6.668104260317915,0.1290153639927326,0.11296742913053026,1000,4437.87039471646,89.16301405403561
SYS_0008,Recruitment,Large,2025,Relevancy,Managerial,0.7357608220455064,0.865433431976723,0.12967260993121654,0.7422762952760025,0.8821304300972371,0.7696822487629958,0.8706674927032665,0.7557308900646371,0.8763614787254775,30.888563506606886,2.08475552447291,0.2642391779544936,0.13456656802327704,10000,7322.5700710024985,62.033876203499595
SYS_0008,Recruitment,Large,2025,Quality,Managerial,0.8216151159040053,0.9039794805889858,0.08236436468498054,0.7835523116114196,0.9205139979818041,0.8537769795710021,0.9202928581219004,0.817158685800464,0.9204034147188623,10.364256529946651,3.228639286610029,0.17838488409599473,0.0960205194110142,100000,5040.933471806109,101.52479243147259
SYS_0008,Recruitment,Large,2025,Efficiency,Managerial,0.8481254213577757,0.9359457731426909,0.08782035178491521,0.8818329914102255,0.9345748277857613,0.8606373797220721,0.949865435950624,0.8711062725767231,0.9421580967665812,30.014466398189295,4.851517683259116,0.1518745786422243,0.0640542268573091,100000,4177.506654132947,135.21935333470077
SYS_0008,Recruitment,Large,2025,Fairness,Ethical,0.8811010543701584,0.9486235840431354,0.067522529672977,0.9191284496914524,0.9575487148969889,0.8579870557545597,0.9345450098629469,0.8875059724029899,0.9459070250591338,34.52442997112915,1.0356734936339718,0.1188989456298416,0.051376415956864596,10000000,7965.9013405801925,56.151702623923505
SYS_0008,Recruitment,Large,2025,Transparency,Ethical,0.8178174111792601,0.926548521567845,0.10873111038858485,0.851062810943762,0.9291917399756595,0.8337267741104302,0.9289823185166955,0.8423056008724783,0.9290870173949829,45.0611803195016,3.4005613669479033,0.1821825888207399,0.07345147843215505,10000,4629.362638810104,66.0400105330072
SYS_0008,Recruitment,Large,2025,Accountability,Ethical,0.6929063568388477,0.8516347416845751,0.15872838484572738,0.7227075906271724,0.8382073264972486,0.7094521905196098,0.8357545576633955,0.7160185476361265,0.8369791450733516,68.05066005947671,1.8143843115646576,0.3070936431611523,0.1483652583154249,10000,7634.805237077471,50.11201114801095
SYS_0009,Compensation,Large,2021,Veracity,Methodical,0.900026160856836,0.9678358578668107,0.06780969700997475,0.9118897231238171,0.9585370295797185,0.9144991974760757,0.9701578149235763,0.913192596091574,0.964312413384056,26.00132131249196,2.413568084235303,0.09997383914316404,0.0321641421331893,10000000,5367.488664154745,113.26218931339481
SYS_0009,Compensation,Large,2021,Accuracy,Methodical,0.9223729248554013,0.9893532222707937,0.06698029741539235,0.8825113852746739,0.9814765288151756,0.945414400648642,0.9636706376777702,0.9128805761750071,0.9724920855687761,5.037963060857761,4.33539969223321,0.07762707514459866,0.010646777729206303,10000000,7893.955876709588,146.88778552856917
SYS_0009,Compensation,Large,2021,Validity,Methodical,0.7745252824145933,0.8907898137511614,0.11626453133656811,0.7945284198910154,0.8738500884654602,0.7301099954692389,0.881362240549278,0.7609583166270852,0.8775900887872081,92.29560526518064,1.8650352409236879,0.22547471758540671,0.1092101862488386,10000,7988.498000630845,92.61813022359729
